"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DL25H6FN","journalArticle","2024","Vuoto, A.; Funari, M.F.; Lourenço, P.B.","Shaping Digital Twin Concept for Built Cultural Heritage Conservation: A Systematic Literature Review","International Journal of Architectural Heritage","","15583058 (ISSN); 15583066 (ISSN)","10.1080/15583058.2023.2258084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171773723&doi=10.1080%2F15583058.2023.2258084&partnerID=40&md5=88366de9e7dd8c50d0ba243629e81fbf","The Digital Twin (DT) technology has shown promise in transforming complex engineered systems. However, its adoption in the Architecture, Engineering, Construction, and Operation (AECO) field, particularly for Built Cultural Heritage (BCH) conservation, is still in its early stages. This study presents a systematic literature review of 85 academic publications to evaluate the current state of DT implementation in heritage building conservation and identifies areas for optimising preventive management. In addition, this review explores interpretations of the DT concept in this field, addressing overlaps with Historical/Heritage Building Information Modelling (HBIM), discusses DT functionalities and presents existing frameworks. The findings demonstrate the potential of DT to revolutionise BCH conservation through a holistic approach. However, further focus is needed on features and tools for enhancing performance-based management with targeted strategies and advanced data analysis. Future research should prioritise developing these aspects to fully leverage the potential of the DT paradigm in BCH conservation. © 2024 Elsevier B.V., All rights reserved.","2024","2025-11-16 16:08:13","2025-11-16 16:45:37","","1762-1795","","11","18","","Int. J. Archit. Herit.","","","","","","","","English","","","Scopus","","","","Publisher: Taylor and Francis Ltd.","","C:\Users\jvcte\Zotero\storage\M6TLTP4F\Vuoto et al. - 2024 - Shaping Digital Twin Concept for Built Cultural Heritage Conservation A Systematic Literature Revie.pdf","","literature review; Systematic literature review; Information management; Digital Twin; Decision making; Decisions makings; decision making; Architecture engineering; Engineering operation; Heritage buildings; Build cultural heritage; building; Built cultural heritage; Complex engineered systems; conservation management; cultural heritage; Cultural heritage conservation; Cultural heritages; data management; decision-making; Historic preservation; preventive conservation; Preventive conservation; spatiotemporal analysis; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55QNNKSI","journalArticle","2024","Barricelli, B.R.; Fogli, D.","Digital Twins in Human-Computer Interaction: A Systematic Review","International Journal of Human-Computer Interaction","","10447318 (ISSN); 15327590 (ISSN)","10.1080/10447318.2022.2118189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138270893&doi=10.1080%2F10447318.2022.2118189&partnerID=40&md5=f201ed7ffac05dac9bd2c18e89be14e9","With the spreading of Industry 4.0, cyber-physical systems, and tools for augmented and virtual reality, Digital Twin (DT) is gaining momentum in several areas of Computer Science and Engineering. This paper presents a systematic literature review that investigates the way DTs are described in Human-Computer Interaction (HCI) scientific literature. The study includes 23 papers selected through a systematic search on the 21 most ranked journals and conferences in the HCI area. As a result of this work, it appears clear that the way humans interact with DTs is a topic still far from being widely studied. A set of hints for future research about the relationship between HCI and DT constitute the main outcome of this paper. © 2024 Elsevier B.V., All rights reserved.","2024","2025-11-16 16:08:13","2025-11-20 12:10:45","","79-97","","2","40","","Int. J. Hum.-Comput. Interact.","","","","","","","","English","","","Scopus","","","","Publisher: Taylor and Francis Ltd.","","C:\Users\jvcte\Zotero\storage\7AR4U496\Barricelli e Fogli - 2024 - Digital Twins in Human-Computer Interaction A Systematic Review.pdf","","Systematic literature review; Cyber-physical systems; Systematic Review; Virtual reality; Human computer interaction; Cybe-physical systems; Embedded systems; Scientific literature; Augmented and virtual realities; Computer science and engineerings; Gaining momentum; Physical tool; Systematic searches; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TLN8A6QW","journalArticle","2023","Weil, C.; Bibri, S.E.; Longchamp, R.; Golay, F.; Alahi, A.","Urban Digital Twin Challenges: A Systematic Review and Perspectives for Sustainable Smart Cities","Sustainable Cities and Society","","22106707 (ISSN)","10.1016/j.scs.2023.104862","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163715089&doi=10.1016%2Fj.scs.2023.104862&partnerID=40&md5=3a973d54c56975bddbf3bf773c3473a8","Recent scientific and technological advancements have transformed the knowledge frontiers, giving rise to the next wave of disruptive technologies with deep impacts on urban society. An Urban Digital Twin (UDT) is a technology with great potential to transform the management and planning of the infrastructures and systems of sustainable smart cities towards environmental sustainability. However, despite the recent increase of research on UDTs due to its widespread diffusion much more recently, there is a lack of studies examining the existing bottlenecks to its implementation. To fill this gap, this study provides a systematic literature review on the key challenges and open issues pertaining to the implementation of an UDT. Results indicate 8 important categories of challenges related to (1) interoperability and semantics; (2) infrastructure, including storage, computation, network; (3) data acquisition and actuation; (4) data quality and harmonization; (5) modeling, simulation and decision-support; (6) data visualization and information display; (7) human and capital resources; and finally (8) governance, organizational and social issues. All topics are significantly raised in the literature, with most emphasis on issues pertaining to data and model semantics, missing data, data quality and modeling. The findings serve to inform practitioners about the bottlenecks delaying the implementation of UDTs. © 2023 Elsevier B.V., All rights reserved.","2023","2025-11-16 16:08:14","2025-11-16 16:39:01","","","","","99","","Sustainable Cities Soc.","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier Ltd","","C:\Users\jvcte\Zotero\storage\MQAZLKPQ\Weil et al. - 2023 - Urban Digital Twin Challenges A Systematic Review and Perspectives for Sustainable Smart Cities.pdf","","sustainability; Environmental sustainability; Sustainable development; Systematic literature review; Digital twins; Data quality; City management; City planning; Sustainable smart cities; Urban digital twins; Urban planning; Urban digital twin; Smart city; Systematic Review; technological development; urban planning; Decision support systems; urban development; Data visualization; Digital storage; smart city; Sustainable smart city; Technological advancement; Semantics; Data acquisition; Deep impact; Disruptive technology; Environmental technology; implementation process; infrastructural development; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SGXJJRTV","journalArticle","2023","Yao, J.-F.; Yang, Y.; Wang, X.-C.; Zhang, X.-P.","Systematic review of digital twin technology and applications","Visual Computing for Industry, Biomedicine, and Art","","2096496X (ISSN); 25244442 (ISSN)","10.1186/s42492-023-00137-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160690565&doi=10.1186%2Fs42492-023-00137-4&partnerID=40&md5=5d2739346364fd7fe2183c47dc114cf6","As one of the most important applications of digitalization, intelligence, and service, the digital twin (DT) breaks through the constraints of time, space, cost, and security on physical entities, expands and optimizes the relevant functions of physical entities, and enhances their application value. This phenomenon has been widely studied in academia and industry. In this study, the concept and definition of DT, as utilized by scholars and researchers in various fields of industry, are summarized. The internal association between DT and related technologies is explained. The four stages of DT development history are identified. The fundamentals of the technology, evaluation indexes, and model frameworks are reviewed. Subsequently, a conceptual ternary model of DT based on time, space, and logic is proposed. The technology and application status of typical DT systems are described. Finally, the current technical challenges of DT technology are analyzed, and directions for future development are discussed. © 2023 Elsevier B.V., All rights reserved.","2023","2025-11-16 16:08:14","2025-11-16 16:21:57","","","","1","6","","Vis. Comput. Ind. Biomed. Art","","","","","","","","English","","","Scopus","","","","Publisher: Springer","","C:\Users\jvcte\Zotero\storage\MYEMR2K4\Yao et al. - 2023 - Systematic review of digital twin technology and applications.pdf","","Simulation; Information technology; Digital twin; Digitalization; Systematic Review; Virtual models; Time-space; Technologies and applications; Development history; Evaluation index; Evaluation models; Technology evaluation; Virtual modeling; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XZLN82C2","journalArticle","2023","Wooley, A.; Silva, D.F.; Bitencourt, J.","When is a simulation a digital twin? A systematic literature review","Manufacturing Letters","","22138463 (ISSN)","10.1016/j.mfglet.2023.08.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173285566&doi=10.1016%2Fj.mfglet.2023.08.014&partnerID=40&md5=2439a457b6b7305947c2c1057c6b7e03","This paper presents a systematic literature review to analyze the connection between the capabilities of Digital Twin (DT) and simulation; it also reviews industrial applications of DT and its different definitions. After a systematic search of several databases and a careful selection based on established criteria, 120 journal academic publications regarding practical implementations of DT were selected and classified according to the capabilities of DT and/or simulation that they implemented. Based on the results of the SLR classification and analysis, the challenges in this area that are preventing the widespread adoption of a fully capable DT are presented. This work also identifies the current limitations and reasons behind some misconception of DT. There is still a disconnection between the DT concepts and applications, as people continue to construct DTs that are basically simulation models. Furthermore, those that build a DT only make use of a portion of its capabilities. © 2023 Elsevier B.V., All rights reserved.","2023","2025-11-16 16:08:15","2025-11-16 16:26:45","","940-951","","","35","","Manuf. Let.","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier Ltd","","C:\Users\jvcte\Zotero\storage\URHAL6GV\Wooley et al. - 2023 - When is a simulation a digital twin A systematic literature review.pdf","","Simulation; Systematic literature review; Digital Twin; Capability; Simulation model; Academic publications; Systematic searches; Circuit simulation; Classifieds; Current limitation; Selection based; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E63P3N3D","journalArticle","2023","Correia, J.B.; Abel, M.; Becker, K.","Data management in digital twins: a systematic literature review","Knowledge and Information Systems","","02193116 (ISSN); 02191377 (ISSN)","10.1007/s10115-023-01870-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153108953&doi=10.1007%2Fs10115-023-01870-1&partnerID=40&md5=33e53121b1ddf8796cf152499abf999c","The Internet of Things (IoT) and continuous advances in data-gathering devices and techniques have significantly increased the amount of relevant data that can be leveraged for innovative real-time, data-driven applications. Digital Twins (DTs) are virtual representations of physical objects, which are fully integrated and in which the automatic data exchange occurs in a bidirectional way. Modern DTs follow a five-component architecture, which includes an explicit Data Management (DM) component that acts as a bridge between the other systems. However, there is no clarity on its role and functionalities. This article presents a Systematic Literature Review on DM solutions proposed in the DT context. We analyzed DM under the Big Data chain of activities to add value to data, highlighting key issues to be addressed: data heterogeneity, interoperability, integration, data search, and quality. In addition to surveying existing solutions for handling these issues, we contextualized them in the domain and function for which the DT was proposed, the type of data dealt with, and the technological infrastructure. Our main findings revealed that the maturity level assumed for the DM component is at an early stage. The most mature solutions were proposed for the industry domain, and many of them assume humans as the ultimate information consumers. Data integration is the prevalent DM issue addressed due to the bridging role of the DM component, and cloud computing is the key implementation technology. Among the research opportunities are reference data management architectures, adoption of industry standards and ontologies, interoperability among distinct DTs, the development of agnostic standard implementations, and data provenance mechanisms. © 2023 Elsevier B.V., All rights reserved.","2023","2025-11-16 16:08:15","2025-11-20 11:58:42","","3165-3196","","8","65","","Knowl. Inf. Systems. Syst.","","","","","","","","English","","","Scopus","","","","Publisher: Springer Science and Business Media Deutschland GmbH","","C:\Users\jvcte\Zotero\storage\5WJJ92VE\Correia et al. - 2023 - Data management in digital twins a systematic literature review.pdf","","Internet of things; Systematic literature review; Information management; Data integration; Digital twin; Interoperability; Electronic data interchange; Real-time data; Physical objects; Virtual representations; Search engines; Big data; Component architectures; Data gathering; Data management; Data management solution; Data-driven applications; Fully integrated; Management components; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4ZHLKLE3","journalArticle","2023","Somers, R.J.; Douthwaite, J.A.; Wagg, D.J.; Walkinshaw, N.; Hierons, R.M.","Digital-twin-based testing for cyber–physical systems: A systematic literature review","Information and Software Technology","","09505849 (ISSN)","10.1016/j.infsof.2022.107145","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145973213&doi=10.1016%2Fj.infsof.2022.107145&partnerID=40&md5=afd871929f6fac05875cf810de436e3f","Context: Cyber–physical systems present a challenge to testers, bringing complexity and scale to safety-critical and collaborative environments. Digital twins enhance these systems through data-driven and simulation based models coupled to physical systems to provide visualisation, predict future states and communication. Due to the coupling between digital and physical worlds, digital twins provide a new perspective into cyber–physical system testing. Objective: The objectives of this study are to summarise the existing literature on digital-twin-based testing. We aim to uncover emerging areas of adoptions, the testing techniques used in these areas and identify future research areas. Method: We conducted a systematic literature review which answered the following research questions: What cyber–physical systems are digital twins currently being used to test? How are test oracles defined for cyber–physical systems? What is the distribution of white-box, black-box and grey-box modelling techniques used for digital twins in the context of testing? How are test cases defined and how does this affect test inputs? Results: We uncovered 26 relevant studies from 480 produced by searching with a curated search query. These studies showed an adoption of digital-twin-based testing following the introduction of digital twins in industry as well as the increasing accessibility of the technology. The oracles used in testing are the digital twin themselves and therefore rely on both system specification and data derivation. Cyber–physical systems are tested through passive testing techniques, as opposed to either active testing through test cases or predictive testing using digital twin prediction. Conclusions: This review uncovers the existing areas in which digital twins are used to test cyber–physical systems as well as outlining future research areas in the field. We outline how the infancy of digital twins has affected their wide variety of definitions, emerging specialised testing and modelling techniques as well as the current lack of predictive ability. © 2023 Elsevier B.V., All rights reserved.","2023","2025-11-16 16:08:16","2025-11-16 18:29:07","","","","","156","","Inf Software Technol","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier B.V.","","C:\Users\jvcte\Zotero\storage\KPLLKXFN\Somers et al. - 2023 - Digital-twin-based testing for cyber–physical systems A systematic literature review.pdf","","Systematic literature review; Digital twin; Cyber-physical systems; Cyber–physical system; Testing; Cybe-physical systems; Modelling techniques; Ability testing; Black-box testing; Collaborative environments; Critical environment; Data simulation; Research areas; Safety engineering; Specifications; Test case; Testing technique; Well testing; included; included.i1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5I4ZNF27","journalArticle","2023","Sadri, H.; Yitmen, I.; Tagliabue, L.C.; Westphal, F.; Tezel, A.; Taheri, A.; Sibenik, G.","Integration of Blockchain and Digital Twins in the Smart Built Environment Adopting Disruptive Technologies—A Systematic Review","Sustainability (Switzerland)","","20711050 (ISSN)","10.3390/su15043713","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149252247&doi=10.3390%2Fsu15043713&partnerID=40&md5=c5643201463b37d16e10461c9a18b6fb","The integration of blockchain and digital twins (DT) for better building-lifecycle data management has recently received much attention from researchers in the field. In this respect, the adoption of enabling technologies such as artificial intelligence (AI) and machine learning (ML), the Internet of Things (IoT), cloud and edge computing, Big Data analytics, etc., has also been investigated in an abundance of studies. The present review inspects the recent studies to shed light on the foremost among those enabling technologies and their scope, challenges, and integration potential. To this end, 86 scientific papers, recognized and retrieved from the Scopus and Web of Science databases, were reviewed and a thorough bibliometric analysis was performed on them. The obtained results demonstrate the nascency of the research in this field and the necessity of further implementation of practical methods to discover and prove the real potential of these technologies and their fusion. It was also found that the integration of these technologies can be beneficial for addressing the implementation challenges they face individually. In the end, an abstract descriptive model is presented to provide a better understanding of how the technologies can become integrated into a unified system for smartening the built environment. © 2023 Elsevier B.V., All rights reserved.","2023","2025-11-16 16:08:17","2025-11-19 20:25:03","","","","4","15","","Sustainability","","","","","","","","English","","","Scopus","","","","Publisher: MDPI","","C:\Users\jvcte\Zotero\storage\R53MIFN9\Sadri et al. - 2023 - Integration of Blockchain and Digital Twins in the Smart Built Environment Adopting Disruptive Techn.pdf","","artificial intelligence; digital twin; Internet; Internet of Things; machine learning; blockchain; building; data management; implementation process; building industry; technology adoption; technology fusion; included; included.i1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7HUG938J","journalArticle","2023","Yan, B.; Yang, F.; Qiu, S.; Wang, J.; Cai, B.; Wang, S.; Zaheer, Q.; Wang, W.; Chen, Y.; Hu, W.","Digital twin in transportation infrastructure management: a systematic review","Intelligent Transportation Infrastructure","","27529991 (ISSN)","10.1093/iti/liad024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189082336&doi=10.1093%2Fiti%2Fliad024&partnerID=40&md5=b23a1c26f1dc1cbd23051abebee84e3c","The concept of digital twin (DT) has emerged as a trend in various industries development, enabling the creation of virtual models of physical objects. We conduct a systematic review of the DT technology in the field of transportation infrastructure management from the aspects of concept definition, whole life cycle application, advanced technology, and equipment utilization, as well as the challenges. We begin with an introduction that defines DT and its components, while also distinguishing it from building information modeling and cyber-physical systems. We explore the diverse applications of DT throughout its lifecycle and highlight the significance of DT in structural monitoring, infrastructure operation and maintenance, and dataset expansion. We further investigate the advanced techniques and equipment associated with DT components, focusing on the importance of virtual parts, data acquisition, transmission, multi-source data fusion processing, and data security as well as dynamic updating of models for effective integration and utilization of DT in transportation infrastructure management. We identify key challenges faced by DT in transportation infrastructure management and propose future trends in the study. This comprehensive review serves as a valuable resource for researchers, practitioners, and decision-makers in understanding the potential of DT technology in transportation infrastructure management. © 2024 Elsevier B.V., All rights reserved.","2023","2025-11-16 16:08:18","2025-11-16 16:24:21","","","","","2","","Intell. Transp. Infrastruct.","","","","","","","","English","","","Scopus","","","","Publisher: Oxford University Press","","C:\Users\jvcte\Zotero\storage\CTU9GL48\Yan et al. - 2023 - Digital twin in transportation infrastructure management a systematic review.pdf","","digital twin; defect detection; lifecycle management; operations and maintenance; transportation infrastructure management; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z23UWXMR","conferencePaper","2023","Carrión, E.; Pastor, Ó.","A systematic review of methodologies for developing Digital Twins: Insights and recommendations for effective implementation","CEUR Workshop Proc.","16130073 (ISSN); 9789666544899 (ISBN); 9788073780029 (ISBN); 9788024810256 (ISBN); 9789986342748 (ISBN); 9788073781712 (ISBN); 9782954494807 (ISBN); 9788024823911 (ISBN); 9789562361989 (ISBN); 8024810255 (ISBN); 807378002X (ISBN)","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186955788&partnerID=40&md5=69a0173d87c1a6defc9d849b238e4cad","Considering the diversity and complexity of the Digital Twins design and development approaches, understanding their methodological background is a significant problem. To face it, in this paper we present and discuss a systematic review that examines the methodologies currently employed in the development of Digital Twins. The study analyses relevant literature focusing on modelling and proposed methodologies for developing Digital Twins. The review identifies different approaches to Digital Twin development as the definition of structured frameworks and the proposal of step-by-step methodologies for building them. The review is intended to provide valuable insights for researchers, practitioners, and decision-makers on existing methodologies for developing effective and sound Digital Twin solutions. © 2024 Elsevier B.V., All rights reserved.","2023","2025-11-16 16:08:19","2025-11-20 12:02:33","","","","","3645","","","","","","","","CEUR-WS","","English","","","Scopus","","","","Journal Abbreviation: CEUR Workshop Proc.","","C:\Users\jvcte\Zotero\storage\DCEA27Q8\Carrión e Pastor - 2023 - A systematic review of methodologies for developing Digital Twins Insights and recommendations for.pdf","","Systematic literature review; Digital Twins; Methodology; Systematic Literature Review; Systematic Review; Decision makers; Design and Development; Design approaches; Development approach; Twin design; included","","Sales, T.P.; Aveiro, D.; Mandelburger, M.M.; Proper, H.; Koschmider, A.; Asprion, P.M.; Marcelletti, A.; Morichetta, A.; Schneider, B.; Zech, P.; Kulkarni, V.; Breu, R.; Barat, S.; Poels, G.; Van Riel, J.; Calhau, R.F.; Bork, D.; Mulder, M.; de Kinderen, S.; Guerreiro, S.; Griffo, C.; Mandelburger, M.M.; Guerreiro, S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CEUR Workshop Proceedings","","","","","","","","","","","","","","",""
"URBJYMAX","conferencePaper","2023","Arin, I.A.; Meyliana, n.; Warnars, H.L.H.S.; Murad, D.F.","A Systematic Literature Review of Recent Trends and Challenges in Digital Twin Implementation","Int. Conf. ICT for Smart Soc., ICISS - Proceeding","9798350339543 (ISBN)","","10.1109/ICISS59129.2023.10291219","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177460118&doi=10.1109%2FICISS59129.2023.10291219&partnerID=40&md5=a6bc6d3e07f2b2bddf90df9ceb1c59fd","This paper reviews the latest trends and challenges in implementing digital twin technology. A digital twin is a tool used in various industries to improve efficiency, optimize processes, and enable advanced analysis. The review involved searching major research databases and search engines for articles published between 2018 and 2023. The findings reveal several important trends, including the development of different types of digital twin dimensions, each with its own advantages and limitations. The benefits of digital twin implementation include improved decision-making, increased productivity, and operational efficiency. However, there are challenges, such as data integration, security and privacy concerns, a lack of standardization, and the need for experts to effectively design and operate digital twins. The implications of these trends and challenges are discussed regarding their impact on the successful adoption and implementation of digital twin technology. The review also highlights the need to address these challenges and explore new approaches for maximizing the benefits of digital twin technology. Overall, this comprehensive review is a valuable resource for researchers, practitioners, and organizations seeking to understand the current landscape, identify areas for improvement, and make informed decisions when implementing digital twin technology. © 2023 Elsevier B.V., All rights reserved.","2023","2025-11-16 16:08:19","2025-11-20 12:15:43","","","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","Journal Abbreviation: Int. Conf. ICT for Smart Soc., ICISS - Proceeding","","C:\Users\jvcte\Zotero\storage\IPSRZYKB\Arin et al. - 2023 - A Systematic Literature Review of Recent Trends and Challenges in Digital Twin Implementation.pdf","","digital twin; Systematic literature review; Data integration; systematic literature review; Decision making; Decisions makings; Challenge; Search engines; Efficiency; challenges; Advanced analysis; implementation; Implementation; Increased productivity; Operational efficiencies; Recent trends; Research database; Trend; trends; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AWNIYLEJ","conferencePaper","2023","Fett, M.; Wilking, F.; Goetz, S.; Kirchner, E.; Wartzack, S.","Sensor selection and integration for Cyber-Physical Systems in context of Digital Twins - A systematic review of requirements","Annu. Syst. Syst. Eng. Conf., SoSe","9798350327236 (ISBN)","","10.1109/SoSE59841.2023.10178669","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166732531&doi=10.1109%2FSoSE59841.2023.10178669&partnerID=40&md5=3c1fa869111fb74c669f44a07a57df6a","Digital Twins process real-time data collected from a Physical Twin. This real-time data is often measurement by sensors, which must be selected and integrated during the development or modification of the physical twin. In this paper, a systematic literature review on sensors for Digital Twins and Cyber-Physical Systems is conducted. The results are mapped into a framework for selection and integration. From this, the special requirements for the sensors that arise from the use of Digital Twins can be identified. © 2023 Elsevier B.V., All rights reserved.","2023","2025-11-16 16:08:20","2025-11-20 11:37:02","","","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","Journal Abbreviation: Annu. Syst. Syst. Eng. Conf., SoSe","","C:\Users\jvcte\Zotero\storage\98ID22YV\Fett et al. - 2023 - Sensor selection and integration for Cyber-Physical Systems in context of Digital Twins - A systemat.pdf","","Systematic literature review; Digital Twin; Cyber-physical systems; Systematic Review; Integration; Cybe-physical systems; Embedded systems; Real-time data; Cyber Physical System; Cyber-Physical System; Literature reviews; In contexts; Literature Review; Method; Sensor integration; Sensor selection; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7HEYRKR8","journalArticle","2023","Liu, X.; Jiang, D.; Tao, B.; Xiang, F.; Jiang, G.; Sun, Y.; Kong, J.; Li, G.","A systematic review of digital twin about physical entities, virtual models, twin data, and applications","Advanced Engineering Informatics","","14740346 (ISSN)","10.1016/j.aei.2023.101876","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147190635&doi=10.1016%2Fj.aei.2023.101876&partnerID=40&md5=1fef1c7d5560fff85bb43b7e52e3f651","The digital twin is a crucial technology for realizing smart manufacturing and industrial digital transformation, which has received extensive attention and research from industry and academia. After 20 years of development, the application area of digital twins has been pervasive. Due to the diversity of application areas, various reference models and research methods have been presented for the components of the digital twin. Therefore, this paper provides systematic research of current studies on the basic components of the digital twin. This paper analyzed 117 articles from 2017 to 2022. By clarifying the relationship between the digital twin and the cyber-physical system, it first clarified the definition, characteristics, and application areas of the digital twin. On this basis, the research methodology of the core components of the digital twin (physical entities, virtual models, and twin data) is analyzed. At the same time, the application areas of digital twins are analyzed and delineated, and the application potential of the digital twin is explored. Finally, the research results and future research recommendations are presented. © 2023 Elsevier B.V., All rights reserved.","2023","2025-11-16 16:08:21","2025-11-19 21:48:21","","","","","55","","Adv. Eng. Inf.","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier Ltd","","C:\Users\jvcte\Zotero\storage\4FA9Q3KW\Liu et al. - 2023 - A systematic review of digital twin about physical entities, virtual models, twin data, and applicat.pdf","","Digital transformation; Digital Twin; Applications; Physical entity; Twin data; Virtual model; Industrial research; Systematic Review; Embedded systems; Smart manufacturing; Virtual models; Reference modeling; Application area; Crucial technology; Model method; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQ3SSWTL","journalArticle","2022","van Dinter, R.; Tekinerdogan, B.; Catal, C.","Predictive maintenance using digital twins: A systematic literature review","Information and Software Technology","","09505849 (ISSN)","10.1016/j.infsof.2022.107008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134599958&doi=10.1016%2Fj.infsof.2022.107008&partnerID=40&md5=0a8b3469e8918d3f024bd120171e805d","Context: Predictive maintenance is a technique for creating a more sustainable, safe, and profitable industry. One of the key challenges for creating predictive maintenance systems is the lack of failure data, as the machine is frequently repaired before failure. Digital Twins provide a real-time representation of the physical machine and generate data, such as asset degradation, which the predictive maintenance algorithm can use. Since 2018, scientific literature on the utilization of Digital Twins for predictive maintenance has accelerated, indicating the need for a thorough review. Objective: This research aims to gather and synthesize the studies that focus on predictive maintenance using Digital Twins to pave the way for further research. Method: A systematic literature review (SLR) using an active learning tool is conducted on published primary studies on predictive maintenance using Digital Twins, in which 42 primary studies have been analyzed. Results: This SLR identifies several aspects of predictive maintenance using Digital Twins, including the objectives, application domains, Digital Twin platforms, Digital Twin representation types, approaches, abstraction levels, design patterns, communication protocols, twinning parameters, and challenges and solution directions. These results contribute to a Software Engineering approach for developing predictive maintenance using Digital Twins in academics and the industry. Conclusion: This study is the first SLR in predictive maintenance using Digital Twins. We answer key questions for designing a successful predictive maintenance model leveraging Digital Twins. We found that to this day, computational burden, data variety, and complexity of models, assets, or components are the key challenges in designing these models. © 2022 Elsevier B.V., All rights reserved.","2022","2025-11-16 16:08:22","2025-11-16 17:06:09","","","","","151","","Inf Software Technol","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier B.V.","","C:\Users\jvcte\Zotero\storage\XUZ87P5N\van Dinter et al. - 2022 - Predictive maintenance using digital twins A systematic literature review.pdf","","Artificial intelligence; Maintenance; Software engineering; Systematic literature review; Digital twin; Active learning; Predictive maintenance; E-learning; Applications domains; Real- time; Scientific literature; Active Learning; Failure data; Learning tool; Maintenance algorithms; Maintenance systems; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
